inactiveDay,activeNight,inactiveLight,activeDark,mean,std,median,q1,q3,percent_zero,kurtosis
0.0569444444444444,0.425,0.0218818380743982,0.5473041709053916,290.40208333333334,373.04877136796085,190.0,0.0,438.0,30.833333333333336,12.332876895650694
0.1305555555555555,0.4722222222222222,0.1165730337078651,0.4629120879120879,314.2909722222222,453.882538372845,91.0,0.0,500.0,31.73611111111111,11.808507543763987
0.0222222222222222,0.4722222222222222,0.0171149144254278,0.6226964112512124,368.88125,451.71809972790106,227.0,0.0,550.0,26.944444444444443,7.151509524590975
0.0486111111111111,0.5541666666666667,0.0631868131868131,0.6905204460966543,240.62847222222223,291.3010166512336,144.5,9.0,351.0,21.73611111111111,7.514898000068015
0.2861111111111111,0.5388888888888889,0.4016853932584269,0.6538461538461539,346.6736111111111,482.73719543772927,127.0,0.0,520.0,35.41666666666667,4.965235272929333
0.1902777777777777,0.5333333333333333,0.3201058201058201,0.6405228758169934,161.25277777777777,256.92619597835653,55.0,0.0,204.0,30.486111111111114,13.704312023967244
0.1236111111111111,0.4236111111111111,0.1151685393258427,0.4203296703296703,267.15694444444443,422.84893854676864,55.0,0.0,354.0,32.63888888888889,7.834981537636171
0.0458333333333333,0.4569444444444444,0.0898876404494382,0.5054945054945055,390.7763888888889,526.1530849437696,209.0,0.0,519.5,28.47222222222222,7.114651685655975
0.1097222222222222,0.4361111111111111,0.1549549549549549,0.5491525423728814,484.47291666666666,928.113369126413,134.0,0.0,517.0,32.29166666666667,18.7590682284462
0.1736111111111111,0.3972222222222222,0.2752808988764045,0.5013736263736264,344.30694444444447,471.3282624827196,131.0,0.0,545.0,38.40277777777778,7.847645966451754
0.2166666666666666,0.4361111111111111,0.3075842696629213,0.5288461538461539,361.2527777777778,525.4199220645852,111.0,0.0,498.0,38.05555555555556,7.267815672704252
0.0930555555555555,0.4513888888888889,0.0366748166259168,0.5664403491755577,259.1694444444444,364.0834262195688,120.0,0.0,373.0,31.041666666666668,10.198379438357724
0.1736111111111111,0.4027777777777778,0.1687041564792176,0.5286129970902037,193.25416666666663,297.50464280631576,47.0,0.0,285.0,36.52777777777778,7.382788395838203
0.2916666666666667,0.375,0.4074074074074074,0.3529411764705882,297.12291666666664,473.8861511540079,33.0,0.0,452.75,44.93055555555556,7.623533037707265
0.0902777777777777,0.3722222222222222,0.2036516853932584,0.489010989010989,358.4243055555556,473.1961849272212,168.0,0.0,564.0,34.86111111111111,6.174393218589546
0.1388888888888889,0.1847222222222222,0.2009080590238365,0.0876565295169946,284.91805555555555,466.5592673144483,11.0,0.0,429.0,46.18055555555556,7.173746241448986
0.0430555555555555,0.3125,0.0504504504504504,0.4372881355932203,388.1277777777778,502.6775081487848,201.0,0.0,640.0,35.90277777777778,8.807289348698864
0.7458333333333333,0.1444444444444444,0.7760141093474426,0.1078431372549019,53.88958333333333,199.4719670317484,0.0,0.0,0.0,78.95833333333333,41.44263393319513
0.3,0.4069444444444444,0.3276283618581907,0.5063045586808923,185.0402777777778,305.76373086616377,25.0,0.0,259.0,41.31944444444444,8.556624993110022
0.2763888888888889,0.2777777777777778,0.3172866520787746,0.4160732451678535,181.7513888888889,334.4645363231107,5.0,0.0,227.0,48.54166666666666,15.255815786701454
0.2763888888888889,0.3763888888888889,0.3653846153846153,0.5213754646840149,433.90486111111113,703.8855478453734,25.0,0.0,683.0,39.93055555555556,5.522628503951316
0.0069444444444444,0.3666666666666666,0.004885993485342,0.4455205811138014,395.85069444444446,471.8608092219284,231.0,0.0,640.0,31.18055555555556,5.134613854463163
0.1430555555555555,0.3013888888888889,0.1050328227571116,0.4323499491353001,149.98611111111111,218.2753928675781,33.0,0.0,243.0,38.333333333333336,5.592836417908066
0.0625,0.4597222222222222,0.0440097799511002,0.5965082444228904,292.1277777777778,395.0002036301841,154.0,0.0,398.0,29.236111111111114,8.379988629217676
0.1541666666666666,0.3277777777777778,0.0412087912087912,0.4609665427509293,275.62638888888887,449.59447173894654,37.5,0.0,296.0,39.93055555555556,8.790555049439215
0.3333333333333333,0.5513888888888889,0.3105134474327628,0.577109602327837,233.8743055555556,384.03764749985663,49.0,0.0,298.5,36.66666666666666,9.733362073948648
0.2263888888888889,0.4861111111111111,0.2731660231660232,0.3811881188118812,109.40694444444443,173.81056027208373,14.0,4.0,149.0,0.0,9.700556635755706
0.0694444444444444,0.3625,0.1393548387096774,0.3969924812030075,219.0618055555556,338.1492976963376,62.0,0.0,315.0,33.541666666666664,10.171131447710872
0.1736111111111111,0.3763888888888889,0.0274725274725274,0.4758364312267658,189.47847222222225,290.32575618861307,58.0,0.0,277.0,38.958333333333336,9.77916627585156
0.175,0.4013888888888889,0.061269146608315,0.461851475076297,241.35,403.1592366771943,58.0,0.0,306.0,37.36111111111112,12.680834965856072
