inactiveDay,activeNight,inactiveLight,activeDark,mean,std,median,q1,q3,percent_zero,kurtosis
0.0291666666666666,0.5430555555555555,0.0391198044009779,0.6760426770126091,303.20416666666665,400.8492270565429,156.0,8.0,434.0,23.88888888888889,9.896381076980449
0.7527777777777778,0.2944444444444444,0.7819354838709678,0.3323308270676692,37.477777777777774,107.05277639837117,0.0,0.0,9.0,70.83333333333334,38.43905848015107
0.0486111111111111,0.4486111111111111,0.0198198198198198,0.5242937853107345,575.99375,1080.894993400051,178.0,0.0,576.0,29.65277777777778,17.066280332069834
0.4819444444444444,0.3986111111111111,0.5225806451612903,0.4360902255639097,88.24444444444444,177.82498746763193,0.0,0.0,93.0,51.80555555555556,27.825586479409
0.3041666666666666,0.3666666666666666,0.3832046332046332,0.3118811881188119,221.91041666666663,393.7478702138588,27.0,0.0,259.0,44.79166666666667,23.743290495403283
0.5180555555555556,0.4541666666666666,0.5776805251641138,0.4893184130213632,67.66597222222222,133.35387234490312,0.0,0.0,81.0,50.41666666666666,17.04348338740578
0.3902777777777778,0.5638888888888889,0.4426807760141093,0.696078431372549,140.97847222222222,281.7510647657289,19.5,0.0,127.0,38.47222222222222,18.106048027674333
0.0611111111111111,0.4458333333333333,0.061269146608315,0.5778229908443541,289.86875,384.6143689233592,130.0,0.0,425.0,30.069444444444443,7.693800170420016
0.0597222222222222,0.4305555555555556,0.0317848410757946,0.5732298739088264,300.2006944444444,396.3183916328198,166.0,0.0,439.0,29.93055555555556,8.00210924757115
0.3625,0.3125,0.4620786516853932,0.4134615384615384,114.11805555555556,241.78160237225515,2.0,0.0,96.0,49.30555555555556,10.837402447801198
0.1055555555555555,0.4666666666666667,0.1597374179431072,0.6063072227873856,305.1041666666667,447.7111898346156,111.0,0.0,469.0,30.625000000000004,9.482741119912392
0.1402777777777777,0.4458333333333333,0.1181318681318681,0.5752788104089219,244.91875,326.98669463269795,97.0,0.0,384.0,25.13888888888889,6.82381745533996
0.2375,0.3083333333333333,0.3174157303370786,0.3914835164835165,169.66319444444446,304.3178950887277,18.0,0.0,194.0,45.625,11.216640346857467
0.0694444444444444,0.3625,0.1393548387096774,0.3969924812030075,219.0618055555556,338.1492976963376,62.0,0.0,315.0,33.541666666666664,10.171131447710872
0.0930555555555555,0.4513888888888889,0.0366748166259168,0.5664403491755577,259.1694444444444,364.0834262195688,120.0,0.0,373.0,31.041666666666668,10.198379438357724
0.0944444444444444,0.4708333333333333,0.1002444987775061,0.6042677012609118,312.84583333333336,454.60982956093903,132.0,0.0,428.5,29.236111111111114,13.101351462031024
0.2861111111111111,0.3541666666666667,0.3041575492341357,0.4587995930824008,174.22847222222222,380.4500223165177,10.0,0.0,147.0,31.25,15.091882245721562
0.2986111111111111,0.35,0.3609550561797753,0.4148351648351648,134.79930555555555,241.64995876421625,12.0,0.0,160.0,44.44444444444444,14.812032151226877
0.0777777777777777,0.4069444444444444,0.0656455142231947,0.5391658189216684,277.9243055555556,379.915949108861,121.0,0.0,424.0,31.73611111111111,11.09519398152076
0.1930555555555555,0.4152777777777778,0.1858190709046454,0.530552861299709,212.62291666666667,333.6753989820918,55.0,0.0,259.0,37.638888888888886,7.1382723448211385
0.5680555555555555,0.5527777777777778,0.7177242888402626,0.590030518819939,72.03958333333334,138.84690111198623,2.5,0.0,90.0,47.84722222222222,16.96969846278477
0.1194444444444444,0.3833333333333333,0.2401685393258427,0.5068681318681318,310.71527777777777,450.9373923313119,93.0,0.0,495.0,35.76388888888889,6.0461103159780265
0.1763888888888889,0.5013888888888889,0.1400437636761488,0.5707019328585962,166.89097222222222,258.6167806839158,35.0,3.0,223.0,20.34722222222222,6.348015271489245
0.4013888888888889,0.6180555555555556,0.4576719576719577,0.8529411764705882,179.1548611111111,297.5339650619948,40.0,0.0,228.75,36.31944444444444,12.69392359355783
0.0583333333333333,0.4319444444444444,0.0464547677261613,0.5809893307468477,371.9763888888889,493.023025226218,166.0,0.0,587.0,29.30555555555556,7.628634080044038
0.2597222222222222,0.5930555555555556,0.2373595505617977,0.5728021978021978,194.8645833333333,334.57834290725407,35.0,0.0,187.75,29.93055555555556,8.203870673793618
0.2888888888888888,0.3861111111111111,0.3544857768052516,0.503560528992879,164.13333333333333,275.5594100447511,19.0,0.0,223.0,39.86111111111112,9.096725679493112
0.1513888888888888,0.3125,0.3030888030888031,0.2821782178217821,170.87708333333333,265.61313448133404,31.0,0.0,250.0,40.0,7.450629354523109
0.0763888888888889,0.4583333333333333,0.0503282275711159,0.5707019328585962,330.3,472.80395130802464,125.0,0.0,485.0,30.34722222222222,7.616308567414755
0.1138888888888888,0.7263888888888889,0.0897155361050328,0.757884028484232,460.06458333333336,509.0279369341092,316.0,47.0,665.0,18.68055555555556,6.980124967074622
